customerID,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6827-IEAUQ,0.0,-0.22421373601839611,2,0.04185501401117811,-0.1830052023861899,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
7310-EGVHZ,0.0,-1.2848494888735218,1,-1.486543069250201,-1.0010956223161174,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
3413-BMNZE,1.0,-1.2848494888735218,1,-0.6533249629238128,-0.9900436255415481,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6234-RAAPL,0.0,1.611501990077014,3,1.1644542590617013,2.189423925599897,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
6047-YHPVI,0.0,-1.121674757665041,1,0.1599358234905664,-0.8701923311778081,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6572-ADKRS,0.0,0.5508662372218881,1,0.32957304274264526,0.555493192867799,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
5380-WJKOV,0.0,0.061342043596445454,1,1.3789954481158009,0.5559123304700281,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
8168-UQWWF,0.0,-0.8769126608523197,1,1.096266749362336,-0.5223081213276004,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
8865-TNMNX,0.0,-0.9177063436544399,2,-0.5102975035544128,-0.8001301719841328,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9489-DEDVP,0.0,1.5299146244727735,3,0.14330472356389196,1.1396607110062487,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
9867-JCZSP,0.0,-0.6321505640395984,2,-1.4682488593308594,-0.8254769669820967,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
4671-VJLCL,0.0,1.244358844857932,3,0.4975471520020568,1.134851658517514,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
4080-IIARD,0.0,-0.7953252952480793,1,0.3761401225373338,-0.5769945484816058,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
3714-NTNFO,0.0,0.6732472856282488,1,0.652216381320129,0.713618368277202,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
5948-UJZLF,0.0,-1.2440558060714018,1,-0.5202761635104174,-0.9672116561569594,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7760-OYPDY,0.0,-1.2440558060714018,1,0.5241569118847362,-0.9464091951621117,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
7639-LIAYI,0.0,0.7956283340346094,3,0.4942209320167221,0.8508749030703533,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False
2954-PIBKO,0.0,1.4891209416706532,3,-0.02466938569551956,0.8668903714502678,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
8012-SOUDQ,1.0,0.42848518881552744,1,0.8434740304768849,0.683638999780916,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
9420-LOJKX,0.0,-0.7137379296438388,1,1.137844499179022,-0.38068373152174545,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
6575-SUVOI,1.0,-0.3058011016226366,1,0.15328338351989654,-0.23674305496672923,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
7495-OOKFY,1.0,-0.9992937092586803,1,0.5241569118847362,-0.7305974497616945,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
4667-QONEA,1.0,1.1219777964515711,2,0.3312361527353126,0.9561225609774772,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
1658-BYGOY,1.0,-0.5913568812374781,1,1.0164374697142988,-0.23678717471433236,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
8769-KKTPH,0.0,1.244358844857932,2,1.1561387090983641,1.7744776993930227,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5067-XJQFU,1.0,1.3667398932642927,2,1.4488460678078339,2.112059948177914,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
3957-SQXML,0.0,0.061342043596445454,3,-1.328547619946794,-0.6154449085176815,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
5954-BDFSG,0.0,1.611501990077014,3,1.4172469779471524,2.4550248061703788,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0434-CSFON,0.0,0.5916599200240084,1,1.1844115789737104,1.0667528280921754,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
1215-FIGMP,0.0,1.1219777964515711,1,0.831832260528213,1.3948272712686045,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0526-SXDJP,0.0,1.611501990077014,3,-0.7581008924618615,0.296819112670999,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0557-ASKVU,0.0,-0.5913568812374781,2,-0.34897583426567097,-0.5877377070229535,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
5698-BQJOH,0.0,-0.9585000264565601,1,0.9815121598682828,-0.631791275004619,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
5122-CYFXA,0.0,-1.2032621232692815,1,0.3462041426693197,-0.9023115074328433,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
8627-ZYGSZ,0.0,0.5916599200240084,2,0.4659480621413758,0.600517395296732,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3410-YOQBQ,0.0,-0.06103900480991521,3,0.47592672209738035,0.09175052581192905,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3170-NMYVV,0.0,0.714040968430369,3,-1.4882061792428687,-0.5992970808949578,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
7410-OIEDU,0.0,-0.9177063436544399,1,0.4975471520020568,-0.6185112309760948,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2273-QCKXA,0.0,-1.2848494888735218,1,-0.5269286034810873,-0.9883670751326314,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0731-EBJQB,0.0,0.7956283340346094,2,-1.4798906292795313,-0.5288157840990533,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1891-QRQSA,1.0,1.2851525276600522,3,1.5536219973458822,2.1220530710100087,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
8028-PNXHQ,0.0,1.2035651620558117,3,-1.3518311598441384,-0.3814778869786008,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
5630-AHZIL,0.0,-1.2032621232692815,1,-0.013027615746847658,-0.931739379084091,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2673-CXQEU,1.0,0.9588030652430903,2,1.5170335775071988,1.6987240927585514,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
6416-JNVRK,0.0,0.5508662372218881,2,-0.3073980844489849,0.17630602209321294,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
5590-ZSKRV,0.0,-0.9992937092586803,1,-0.34066028430233375,-0.7972403285161318,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0191-ZHSKZ,1.0,-0.10183268761203544,1,0.32790993274997793,-0.0785075801883183,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
3887-PBQAO,0.0,0.510072554419768,2,-1.2969485300861128,-0.4732469619929866,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
5919-TMRGD,0.0,-1.2848494888735218,1,0.48091605207538235,-0.9749987916089012,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8108-UXRQN,0.0,-0.8769126608523197,1,-0.477035303701064,-0.7605768182579806,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
9191-MYQKX,0.0,-1.0400873920608005,1,0.34121481269131765,-0.790776785492282,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
9919-YLNNG,0.0,0.38769150601340724,1,1.2941768384897616,0.8992742661909211,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0318-ZOPWS,0.0,0.6732472856282488,3,-1.4882061792428687,-0.5805682480374545,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
4445-ZJNMU,0.0,-0.9585000264565601,1,1.1444969391496917,-0.6046576302287309,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False
4808-YNLEU,0.0,0.10213572639856568,2,-0.09119378540221747,-0.03255686305972095,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1862-QRWPE,0.0,0.6324536028261286,3,-1.4715750793161941,-0.5436620791674864,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
2796-NNUFI,0.0,0.5508662372218881,3,-1.4948586192135382,-0.6009736313038745,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
3016-KSVCP,0.0,-0.14262637041415566,1,-1.0358402612373243,-0.5647292586479524,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4767-HZZHQ,0.0,-0.10183268761203544,1,0.5707239916794243,0.12395794156217023,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,1.0,-1.2848494888735218,1,0.3262468227573106,-0.977050359872444,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7233-PAHHL,0.0,1.3667398932642927,3,0.6355852813934546,1.5111048660764956,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
6067-NGCEU,0.0,1.3259462104621724,1,1.5353277874265405,2.1255826508182545,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
9848-JQJTX,0.0,1.611501990077014,3,1.1977164589150502,2.280906222254863,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
8637-XJIVR,0.0,-0.8361189780501994,1,0.46761117213404313,-0.6008633319348669,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9803-FTJCG,0.0,1.5707083072748937,2,0.06513855390852193,1.0851066430950522,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
0278-YXOOG,0.0,-1.121674757665041,1,-1.4582701993748548,-0.9597774786858421,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
3212-KXOCR,0.0,0.7956283340346094,3,-1.459933309367522,-0.5215139658707452,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
4598-XLKNJ,1.0,-0.3058011016226366,1,1.1178871792670129,0.09938324214726026,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
6380-ARCEH,0.0,-1.2848494888735218,1,-1.486543069250201,-1.0010956223161174,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
3679-XASPY,0.0,-1.2848494888735218,1,-1.5114897191402126,-1.0014265204231403,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
7123-WQUHX,0.0,0.22451677480492635,2,1.0014694797802919,0.5807738082443581,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
5386-THSLQ,1.0,1.3667398932642927,2,-0.6433463029678081,0.3256072479820022,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3192-NQECA,0.0,1.448327258868533,3,1.5004024775805245,2.3483211965923543,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6180-YBIQI,0.0,-1.121674757665041,1,-1.350168049851471,-0.9657998242336612,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,0.0,1.611501990077014,2,1.305818608438434,2.2120794159940735,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
9750-BOOHV,0.0,-0.02024532200779499,2,-1.1555841807093803,-0.6007309726920576,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8597-CWYHH,0.0,0.42848518881552744,2,0.9798490498756149,0.7200598514272505,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2848-YXSMW,0.0,1.611501990077014,3,-1.5131528291328802,-0.40854535213308424,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0486-HECZI,0.0,0.9180093824409701,1,1.0596783295236523,1.3013816458453018,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
4549-ZDQYY,0.0,0.7956283340346094,2,-0.23089502478628243,0.3322252101224627,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
5712-AHQNN,0.0,0.42848518881552744,1,0.8900411102715734,0.7345311286410574,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
4846-WHAFZ,1.0,0.18372309200280612,1,0.38611878249333836,0.2554127295455177,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5256-SKJGO,0.0,1.2851525276600522,3,-0.3423233942950011,0.5004317478591674,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
3071-VBYPO,0.0,-1.2032621232692815,1,0.8301691505355452,-0.9004143582859112,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
9560-BBZXK,0.0,0.1429294092006859,3,-1.1256482008413664,-0.5130650342047574,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5299-RULOA,0.0,-0.9177063436544399,1,1.1760960290103732,-0.5402869184758515,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
8402-OOOHJ,0.0,0.34689782321128704,3,-1.4715750793161941,-0.6415417392248974,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
9445-ZUEQE,0.0,-0.22421373601839611,1,0.6754999212174734,-0.060727321904281165,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1091-SOZGA,0.0,0.9588030652430903,2,1.161128039076366,1.4233948078415923,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
2928-HLDBA,0.0,-1.0808810748629207,1,-1.4699119693235265,-0.9602627959094758,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0404-SWRVG,0.0,-1.2032621232692815,1,0.31626816280130604,-0.9087309307090898,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6497-TILVL,0.0,-1.0400873920608005,1,-0.4720459737230615,-0.8554342756045813,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7219-TLZHO,0.0,-1.1624684404671612,1,-1.4649226393455244,-0.9822564900896062,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
4622-YNKIJ,0.0,0.020548360794325232,3,0.8002331706675315,0.32578372697241453,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
4412-YLTKF,1.0,-0.22421373601839611,1,0.43767519226602897,-0.06783060126837541,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
6734-PSBAW,0.0,1.611501990077014,3,-1.3751146997414827,-0.24940542252881037,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
3930-ZGWVE,0.0,-1.2848494888735218,1,-1.501511059184208,-1.001294161180331,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2639-UGMAZ,1.0,1.5707083072748937,2,-0.2807883245663057,0.7483185497670167,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
2876-GZYZC,0.0,-0.7953252952480793,1,0.700446571107485,-0.47366609959521566,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
6207-WIOLX,0.0,-0.3058011016226366,1,-0.20927459488160574,-0.3470424239744045,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
8587-XYZSF,0.0,1.4075335760664127,3,-0.477035303701064,0.4283400802757509,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3091-FYHKI,0.0,-1.2848494888735218,1,-0.9792945214866312,-0.9943673608066491,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
2372-HWUHI,0.0,-1.2440558060714018,1,-0.6832609427918267,-0.9741605164044429,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7799-LGRDP,0.0,0.42848518881552744,3,-1.3036009700567823,-0.4857769703122584,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
7850-VWJUU,0.0,-0.387388467226877,1,0.33622548271331515,-0.22533810021133566,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3774-VBNXY,0.0,1.2851525276600522,3,-1.486543069250201,-0.4462677363337092,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
6217-KDYWC,0.0,0.9995967480452106,3,-1.5065003891622104,-0.49356410576420034,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0390-DCFDQ,1.0,-1.2848494888735218,1,0.184882473380578,-0.9789254491455746,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3146-MSEGF,1.0,1.611501990077014,3,0.7702971907995173,1.8249727505247362,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
4080-OGPJL,0.0,-0.9992937092586803,1,0.2081660132779223,-0.7613268539672327,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1095-WGNGG,0.0,1.1627714792536914,3,1.2027057888930521,1.6244926174163858,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
2636-SJDOU,0.0,1.2851525276600522,2,0.6455639413494592,1.3235076992682417,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1131-QQZEB,1.0,1.5707083072748937,3,-1.361809819800143,-0.23517680392682028,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
5716-EZXZN,0.0,1.3259462104621724,3,1.1361813891863546,1.8210240331142615,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
6837-BJYDQ,0.0,-1.2032621232692815,2,-1.5065003891622104,-0.9829403461774538,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2135-RXIHG,0.0,-1.2848494888735218,1,-0.6400200829824733,-0.9898671465511358,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
